year,run,farmDesign,biomass,catch,bmNull,ctchNull,bmDiff,ctchDiff
107,9,small,34.74245015746243,1.138639352913,17680.93184502065,2520.3155970052253,-17646.189394863184,-2519.1769576523125
107,15,large,7.213225424141496,0.13449804843404906,17680.93184502065,2520.3155970052253,-17673.718619596508,-2520.181098956791
107,15,small,22.868804575039523,0.6205837710814228,17680.93184502065,2520.3155970052253,-17658.06304044561,-2519.695013234144
108,1,large,32.66318132469194,1.1429942506020048,17667.143809730176,2518.9559944591497,-17634.480628405483,-2517.8130002085477
108,1,small,53.28397881047515,2.471757901592585,17667.143809730176,2518.9559944591497,-17613.8598309197,-2516.484236557557
108,3,large,24.66276936536702,0.7639373295752291,17667.143809730176,2518.9559944591497,-17642.481040364808,-2518.1920571295746
108,3,small,47.65605373318775,2.035844571327763,17667.143809730176,2518.9559944591497,-17619.48775599699,-2516.920149887822
108,9,large,11.586935351143893,0.2663107811361,17667.143809730176,2518.9559944591497,-17655.55687437903,-2518.6896836780134
108,9,small,31.736759736115673,1.0698968315067638,17667.143809730176,2518.9559944591497,-17635.40704999406,-2517.886097627643
108,15,large,6.364354015212143,0.11645750375031189,17667.143809730176,2518.9559944591497,-17660.779455714965,-2518.8395369553996
108,15,small,20.66971227600454,0.5735934627705616,17667.143809730176,2518.9559944591497,-17646.47409745417,-2518.382400996379
109,1,large,29.823767283420974,0.9973162575688248,17653.73855501204,2517.6347025991586,-17623.91478772862,-2516.6373863415897
109,1,small,49.191301515996294,2.022446795135707,17653.73855501204,2517.6347025991586,-17604.547253496046,-2515.612255804023
109,3,large,22.375488675575635,0.6677341678897284,17653.73855501204,2517.6347025991586,-17631.363066336467,-2516.966968431269
109,3,small,43.85342667136773,1.6836716342697007,17653.73855501204,2517.6347025991586,-17609.885128340673,-2515.951030964889
109,9,large,10.342368328165822,0.23198941803945705,17653.73855501204,2517.6347025991586,-17643.396186683876,-2517.402713181119
109,9,small,28.91103722625193,0.9114864423319827,17653.73855501204,2517.6347025991586,-17624.82751778579,-2516.7232161568268
109,15,large,5.6102130147455345,0.10057362497882974,17653.73855501204,2517.6347025991586,-17648.128341997297,-2517.5341289741796
109,15,small,18.639840463569502,0.4861959027716497,17653.73855501204,2517.6347025991586,-17635.098714548472,-2517.148506696387
110,1,large,27.234229132340847,0.9142342508323876,17640.703611289613,2516.350440216822,-17613.469382157273,-2515.4362059659893
110,1,small,45.60795406644665,2.0323010802286556,17640.703611289613,2516.350440216822,-17595.095657223166,-2514.3181391365933
110,3,large,20.29439715815307,0.6029695781897035,17640.703611289613,2516.350440216822,-17620.40921413146,-2515.747470638632
110,3,small,40.483653498185255,1.6598369004522613,17640.703611289613,2516.350440216822,-17600.21995779143,-2514.6906033163696
110,9,large,9.224471485079887,0.2033461430891322,17640.703611289613,2516.350440216822,-17631.479139804534,-2516.1470940737327
110,9,small,26.358037148268235,0.8510964895491664,17640.703611289613,2516.350440216822,-17614.345574141345,-2515.499343727273
110,15,large,4.941344750182209,0.08672269122272694,17640.703611289613,2516.350440216822,-17635.76226653943,-2516.263717525599
110,15,small,16.81465273360053,0.44735707378302353,17640.703611289613,2516.350440216822,-17623.888958556014,-2515.9030831430387
111,1,large,24.82191787025994,0.7964061794449593,17628.027012352195,2515.1019793862533,-17603.205094481935,-2514.3055732068083
