mpaSize,attr,biomass,catch
0.05,1,17690.737379385824,2507.3241679513694
0.1,1,18927.151759156284,2579.2907395789193
0.15000000000000002,1,21633.578926423088,2670.588929657781
0.2,1,23573.05202803873,2705.839858041144
0.25,1,25741.418283818304,2731.3645912714023
0.3,1,28068.80824726448,2746.540279982619
0.35000000000000003,1,30516.53353047481,2751.9518400451593
0.4,1,33069.135744776955,2748.6151435171405
0.05,3,19316.529991275736,2615.297928727322
0.1,3,21231.177677127635,2673.695977076894
0.15000000000000002,3,23308.152686876347,2709.378594229666
0.2,3,25648.15229160668,2731.9798184257397
0.25,3,28214.21701857003,2741.645801463195
0.3,3,30937.100323298862,2738.627010220343
0.35000000000000003,3,33765.099531352535,2724.2646092637688
0.4,3,36674.638591913004,2700.2697018992517
0.05,9,20410.77230911291,2671.376626724636
0.1,9,23441.944416540333,2722.818880328519
0.15000000000000002,9,26322.094266853972,2734.2627381869884
0.2,9,29339.91125074989,2725.808102510857
0.25,9,32545.279657470655,2699.9727387016956
0.3,9,35901.2838175917,2658.1558064379615
0.35000000000000003,9,39353.065877120716,2603.037054571764
0.4,9,42864.84177563575,2537.6554425113663
0.05,15,21262.421736486016,2702.1077628854264
0.1,15,24904.321512689203,2732.9961667566386
0.15000000000000002,15,28271.740307801472,2722.09275121677
0.2,15,31694.21776288638,2689.688654752638
0.25,15,35270.46502151761,2637.9312726023777
0.3,15,38965.096591239824,2569.6375930989034
0.35000000000000003,15,42738.95524617475,2488.0432329175155
0.4,15,46560.286858287276,2396.7237050564354
