mpaSz,aMove,mgmt,biomass,catch
0.1,0,oa,19523.045724588854,2338.3436789456428
0.2,0,oa,22005.20664763184,2167.8005975940405
0.30000000000000004,0,oa,24872.095077083624,1971.185248762278
0.4,0,oa,28158.878086331195,1748.4685375741574
0.5,0,oa,31943.66012173302,1500.7277947240264
0.6,0,oa,36292.341522469236,1232.4651229868937
0.7000000000000001,0,oa,41243.52764958758,950.5814324653003
0.8,0,oa,46808.86045981977,662.3213501406841
0.9,0,oa,52671.65802763794,358.5942936923764
0.1,3,oa,21034.726651546312,2325.7842107190813
0.2,3,oa,25030.71921239702,2123.613564281966
0.30000000000000004,3,oa,29289.890254945967,1895.0006714049123
0.4,3,oa,33633.77534269041,1661.2988664311138
0.5,3,oa,37978.207943619476,1428.6616005549768
0.6,3,oa,42257.858410534085,1170.8417842517815
0.7000000000000001,3,oa,46371.65712232545,881.5531666089676
0.8,3,oa,50151.85259559379,576.8032338879365
0.9,3,oa,54503.06565394249,228.03780288068256
0.1,20,oa,20791.1406863484,2507.725510018863
0.2,20,oa,25443.405505567192,2485.1419547079186
0.30000000000000004,20,oa,29841.634543312433,2365.5856183512424
0.4,20,oa,33489.764693709,2190.616403813627
0.5,20,oa,36577.24352119677,1980.747573789718
0.6,20,oa,39863.006031909776,1717.8453362263017
0.7000000000000001,20,oa,43216.911680339035,1416.3717041322782
0.8,20,oa,46940.66538003925,1056.4508079196517
0.9,20,oa,51970.919702387415,567.068633530373
0.1,60,oa,20977.95623729461,2541.815063515378
0.2,60,oa,24488.711850858122,2517.546559311859
0.30000000000000004,60,oa,27636.746731943836,2430.550850839487
0.4,60,oa,30481.82946643737,2302.2885649864284
0.5,60,oa,33178.66933882501,2139.7455378301897
0.6,60,oa,36095.39203374407,1933.6869092112572
0.7000000000000001,60,oa,39337.3168678473,1680.034211888017
0.8,60,oa,43256.877458556024,1351.019280585232
0.9,60,oa,49196.92182202246,829.5002330091013
0.1,0,ce,89922.41196567864,111.03120329374903
0.2,0,ce,86246.19458170564,109.9181446635211
0.30000000000000004,0,ce,82569.41977924491,108.70352185113313
0.4,0,ce,78891.13420375601,107.35017405267665
0.5,0,ce,75213.04234393002,105.82656201055055
0.6,0,ce,71535.80098618311,104.05500711798477
0.7000000000000001,0,ce,67860.27358268642,101.85476479136028
0.8,0,ce,64190.41499354902,98.73166613040966
0.9,0,ce,60542.477815254264,92.33234823703377
0.1,3,ce,82714.52537414905,91.22972051980737
0.2,3,ce,74235.7326737348,77.03313824866063
0.30000000000000004,3,ce,68984.7044394782,61.28701407671453
0.4,3,ce,65591.64258233932,48.68870949508852
0.5,3,ce,63256.62121552309,40.280566974523936
0.6,3,ce,61388.96595716966,33.1794968764202
0.7000000000000001,3,ce,60058.62040420384,27.495166963415826
0.8,3,ce,59182.752433739865,24.171967346972693
0.9,3,ce,58537.70334210779,22.083197806100813
0.1,20,ce,85866.31411996656,110.00189070576918
0.2,20,ce,78936.10501139231,104.08944539451306
0.30000000000000004,20,ce,70507.3681052823,71.05936207768795
0.4,20,ce,68245.90545897048,70.98280496530475
0.5,20,ce,65534.46708482575,63.6166612220093
0.6,20,ce,64917.45400932139,67.46518799711416
0.7000000000000001,20,ce,62554.262844944664,58.727341582727185
0.8,20,ce,60329.550136141435,48.19358933706436
0.9,20,ce,58629.03131118119,25.949630655008217
0.1,60,ce,87143.45247272652,114.23760703361245
0.2,60,ce,82653.29165705113,122.13045238493677
0.30000000000000004,60,ce,79549.93884370921,117.14142761509402
0.4,60,ce,77244.41832735809,108.74472767114207
0.5,60,ce,75482.86249471693,101.05638658393477
0.6,60,ce,70136.9122894123,87.68405249546078
0.7000000000000001,60,ce,65974.1756308376,77.01386488558771
0.8,60,ce,62559.93928293708,68.16485686944547
0.9,60,ce,59757.17197015033,60.858267683080356
