mpaSz,aMove,mgmt,biomass,catch
0.05,0,oa,22217.981400103872,2610.8537814929223
0.1,0,oa,27263.27424531651,2676.885140873413
0.15000000000000002,0,oa,32674.236210513543,2692.375836080922
0.2,0,oa,38489.406501933976,2664.846402925274
0.05,3,oa,21706.51708174575,2697.1314970982185
0.1,3,oa,26009.645912503667,2875.998147887874
0.15000000000000002,3,oa,30459.84501377312,3042.955258315698
0.2,3,oa,35184.45861809899,3207.1779561391545
0.05,20,oa,20150.22638758519,2798.505241446525
0.1,20,oa,23409.165681618844,3143.5659780586434
0.15000000000000002,20,oa,27466.759429924332,3524.300033391574
0.2,20,oa,31925.16547040004,3898.7709000568348
0.05,60,oa,20298.09986923263,2835.3171169342722
0.1,60,oa,23613.930435311406,3188.4279921561365
0.15000000000000002,60,oa,26916.002764406385,3510.4398403654627
0.2,60,oa,30302.257530586176,3808.1864401419234
0.05,0,ce,96607.76879697296,112.37842226176994
0.1,0,ce,99607.99777704474,112.966912773826
0.15000000000000002,0,ce,102604.21739048038,113.51964340487085
0.2,0,ce,105600.62927068955,114.02879556378909
0.05,3,ce,96834.77274377037,107.73990761358424
0.1,3,ce,100014.69610982193,100.8640100356217
0.15000000000000002,3,ce,103207.15301230787,92.69569936236327
0.2,3,ce,106557.62119905067,84.91511128962192
0.05,20,ce,97756.97090039613,109.27003762054812
0.1,20,ce,101868.37200097537,106.73685333474498
0.15000000000000002,20,ce,105770.58669375183,104.30481441026208
0.2,20,ce,109476.743735332,101.90845736544284
0.05,60,ce,97795.52426466094,110.5979339763084
0.1,60,ce,101792.22174857731,109.36855309064752
0.15000000000000002,60,ce,105576.34517131513,108.11049067786256
0.2,60,ce,109181.59657318407,106.76957985078444
