mpaSz,aMove,mgmt,biomass,catch
0.1,0,oa,22311.441530711632,2474.9612265580745
0.2,0,oa,27948.212752995172,2384.138756103227
0.30000000000000004,0,oa,34330.36424902186,2219.1724714182114
0.4,0,oa,41372.32819187651,1991.650897387806
0.5,0,oa,49063.670276432145,1714.043209014724
0.6,0,oa,57378.591306063,1402.3254939391534
0.7000000000000001,0,oa,66294.4285815152,1073.4032661619487
0.8,0,oa,75784.36443733887,741.2440968157096
0.9,0,oa,85522.23281722463,397.42953134143306
0.1,3,oa,23385.741551771684,2552.3192891121835
0.2,3,oa,29684.765497828197,2559.8489049710756
0.30000000000000004,3,oa,36135.452351269516,2546.674039357784
0.4,3,oa,42867.345077573074,2533.978093763907
0.5,3,oa,50532.730669855366,2457.939383309067
0.6,3,oa,59164.71669205948,2202.381083976387
0.7000000000000001,3,oa,67925.51497075422,1782.6764902466734
0.8,3,oa,76344.64366944326,1235.1882633881653
0.9,3,oa,85102.2070729472,572.2638240830614
0.1,20,oa,22076.835540414475,2807.2641900025083
0.2,20,oa,28632.517407894047,3127.91434601254
0.30000000000000004,20,oa,35158.1128628598,3301.5288736907064
0.4,20,oa,40969.78530467447,3342.7891080919194
0.5,20,oa,46362.16622888559,3281.7157076190733
0.6,20,oa,52426.9356540257,3109.387184036527
0.7000000000000001,20,oa,59045.90176000352,2818.4630805354504
0.8,20,oa,66721.7711292347,2361.9137107467445
0.9,20,oa,77354.49929181908,1565.608858351345
0.1,60,oa,22266.908640250753,2846.946643059404
0.2,60,oa,27327.924529129785,3109.1293991306193
0.30000000000000004,60,oa,32219.98968600317,3271.0438625847414
0.4,60,oa,36998.997970543445,3349.9919111799677
0.5,60,oa,41892.31303771511,3351.781942804421
0.6,60,oa,47464.3741977528,3263.0777656309588
0.7000000000000001,60,oa,53931.698193747005,3060.0853896157823
0.8,60,oa,61999.91529674514,2675.34944830851
0.9,60,oa,73962.1669153121,1877.9162850133123
0.1,0,ce,93595.06493732576,111.90105237944526
0.2,0,ce,93596.14747586545,111.73480787047194
0.30000000000000004,0,ce,93597.53729837458,111.52143129723217
0.4,0,ce,93599.38419341156,111.238007611657
0.5,0,ce,93601.96277937824,110.84250764993885
0.6,0,ce,93605.81497838997,110.25209578876425
0.7000000000000001,0,ce,93612.189561457,109.27635924635081
0.8,0,ce,93624.77496684405,107.3549832026964
0.9,0,ce,93661.21400725227,101.82819404895682
0.1,3,ce,89598.20210332125,98.75010887805983
0.2,3,ce,87121.86994786475,80.18062480713881
0.30000000000000004,3,ce,86771.56056033594,65.89300756070057
0.4,3,ce,87553.04108089783,55.03368865122111
0.5,3,ce,88756.2436879832,48.14276627353682
0.6,3,ce,89909.94486406006,42.35848426381177
0.7000000000000001,3,ce,91087.57644875527,37.46955362625015
0.8,3,ce,92270.18065133702,34.00703104053939
0.9,3,ce,93388.87465239108,31.825492324732814
0.1,20,ce,92011.2251237909,114.92060152916778
0.2,20,ce,89627.83161989959,82.70969069758834
0.30000000000000004,20,ce,89703.47271799044,79.82444050081168
0.4,20,ce,90286.33409688568,83.17172249668542
0.5,20,ce,90912.62535010233,78.21254239780004
0.6,20,ce,91583.97951275876,76.86700214824177
0.7000000000000001,20,ce,92226.94931687995,75.7737441610223
0.8,20,ce,92921.57930500688,77.31515961706158
0.9,20,ce,93668.12949205072,47.298068836395075
0.1,60,ce,92389.67159847239,115.58114131914212
0.2,60,ce,91648.1313638005,121.32923740183249
0.30000000000000004,60,ce,91500.02832148453,126.12351046016964
0.4,60,ce,91404.79670787379,121.38159501151262
0.5,60,ce,91840.64200436232,118.05773779581
0.6,60,ce,92192.74317318035,110.0128696694196
0.7000000000000001,60,ce,92641.35027087101,105.54721595656787
0.8,60,ce,93092.92444792429,102.48544571217684
0.9,60,ce,93455.03109511759,97.55318774959296
